0x11100,Chakma
0xaa00,Cham
0x0d4d,chandrakkala
0x009a,CHARACTER INTRODUCER
0x0009,CHARACTER TABULATION
0x0088,CHARACTER TABULATION SET
0x0089,CHARACTER TABULATION WITH JUSTIFICATION
0x2040,CHARACTER TIE
0x2500,Chart Components
0x2713,CHECK MARK
0x2714,CHECK MARK
0x237b,CHECK MARK
0x2611,CHECK
0x1f67e,CHECKER BOARD
0x26c0,Checkers
0x1f9c0,CHEESE WEDGE
0x13a0,Cherokee
0xab70,Cherokee Supplement
0x2654,Chess Symbols
0x2616,Chess Symbols
0x27ea,chevron bracket
0x27eb,chevron bracket
0x00ab,chevrons
0x2627,CHI RHO
0x1f424,CHICK
0x1f425,CHICK
0x1f423,CHICK
0x1f414,CHICKEN
0x0d7a,Chillu Letters
0x3100,Chinese Bopomofo
0x31a0,Chinese Bopomofo Extensions
0x02d9,chinese fifth or neutral tone
0x02c9,chinese first tone
0x02cb,chinese fourth tone
0x02ca,chinese second tone
0x02c7,chinese third tone
0xa700,Chinese
0x1f43f,CHIPMUNK
0x2afe,choice
0x2aff,choice
0x1f384,CHRISTMAS TREE
0x1f385,CHRISTMAS
0x2627,christogram
0x26ea,CHURCH
0x20e0,CIRCLE BACKSLASH
0x2b55,Circle Signs
0x29b5,Circle Symbols
0x25cf,CIRCLE
0x2022,circle
0x20dd,CIRCLE
0x25cc,CIRCLE
0x20dd,circle
0x25ef,CIRCLE
0x26ab,CIRCLE
0x26ac,CIRCLE
0x26aa,CIRCLE
0x274d,CIRCLE
0x25cb,CIRCLE
0x229b,CIRCLED ASTERISK OPERATOR
0x26d2,CIRCLED CROSSING LANES
0x229d,CIRCLED DASH
0x24ea,CIRCLED DIGIT ZERO
0x2776,Circled Digits
0x2a38,CIRCLED DIVISION SIGN
0x2298,CIRCLED DIVISION SLASH
0x2299,CIRCLED DOT OPERATOR
0x2a00,CIRCLED DOT OPERATOR
0x229c,CIRCLED EQUALS
0x3280,Circled Ideographs
0x2776,Circled Inverse Numbers
0x32d0,Circled Katakana
0x3260,Circled Korean Hangul Letters
0x326e,Circled Korean Hangul Syllables
0x1f12b,Circled Latin Letters
0x24b6,Circled Latin Letters
0x2296,CIRCLED MINUS
0x2460,Circled Numbers
0x3251,Circled Numbers
0x32b1,Circled Numbers
0x24f5,Circled Numbers
0x24eb,Circled Numbers
0x2295,CIRCLED PLUS
0x2a01,CIRCLED PLUS OPERATOR
0x3036,CIRCLED POSTAL MARK
0x229a,CIRCLED RING OPERATOR
0x2297,CIRCLED TIMES
0x2a02,CIRCLED TIMES OPERATOR
0x25cb,Circles
0x005e,CIRCUMFLEX ACCENT
0x032d,CIRCUMFLEX ACCENT BELOW
0x0302,CIRCUMFLEX ACCENT
0x02c6,CIRCUMFLEX ACCENT
0x005e,circumflex accent
0x3008,CJK Angle Brackets
0x3300,CJK Compatibility
0xfe30,CJK Compatibility Forms
0xf900,CJK Compatibility Ideographs
0x2f800,CJK Compatibility Ideographs Supplement
0x300c,CJK Corner Brackets
0x302a,CJK Diacritics
0x2ff0,CJK Ideographic Description Characters
0x3400,CJK Ideographs Area
0x20000,CJK Ideographs Area
0x3220,CJK Ideographs
0x2f00,CJK Kangxi Radicals
0x3200,CJK Letters and Months
0x2e80,CJK Phonetics and Symbols Area
0xff61,CJK Punctuation
0x300c,CJK Quotation Marks
0x2e80,CJK Radicals Supplement
0x31c0,CJK Strokes
0x3000,CJK Symbols and Punctuation
0x4e00,CJK Unified Ideographs
0x3400,CJK Unified Ideographs Extension A
0x20000,CJK Unified Ideographs Extension B
0x2a700,CJK Unified Ideographs Extension C
0x2b740,CJK Unified Ideographs Extension D
0x2b820,CJK Unified Ideographs Extension E
0x1f44f,CLAPPING HANDS SIGN
0x2183,claudian antisigma
0x2132,claudian digamma inversum
0x2327,clear key
0x239a,CLEAR SCREEN SYMBOL
0x2600,clear weather
0x01c2,CLICK
0x0298,CLICK
0x01c0,CLICK
0x01c1,CLICK
0x01c3,CLICK
0x01c0,Clicks
0x1f550,Clock Face Symbols
0x23f0,CLOCK
0x20d5,CLOCKWISE ARROW ABOVE
0x2232,CLOCKWISE CONTOUR INTEGRAL
0x2231,CLOCKWISE INTEGRAL
0x20d9,CLOCKWISE RING OVERLAY
0x2104,clone
0x02d8,Clones of Diacritics
0x2050,CLOSE UP
0x029a,closed epsilon
0x0277,CLOSED OMEGA
0x029a,CLOSED OPEN E
0x025e,closed reversed epsilon
0x025e,CLOSED REVERSED OPEN E
0x007d,closing brace
0x007d,closing curly bracket
0x3006,CLOSING MARK
0x0029,closing parenthesis
0x005d,closing square bracket
0x1f451,Clothing and Accessories
0x2601,CLOUD
0x2601,cloudy weather
0x26c5,cloudy
0x2f800,CNS 11643-1992
0x2615,coffee
0x26b0,COFFIN
0x1f4a5,COLLISION SYMBOL
0x003a,COLON
0x2254,COLON EQUALS
0x29f4,colon right arrow
0x20a1,COLON SIGN
0x2255,COLON
0x1365,COLON
0x1366,COLON
0x02d1,COLON
0x02d0,COLON
0x1804,COLON
0x2982,COLON
0x0301,COMBINING ACUTE ACCENT
0x0317,COMBINING ACUTE ACCENT BELOW
0x0341,COMBINING ACUTE TONE MARK
0x034c,COMBINING ALMOST EQUAL TO ABOVE
0x1100,Combining Alphabet
0x20e7,COMBINING ANNUITY SYMBOL
0x20d4,COMBINING ANTICLOCKWISE ARROW ABOVE
0x20da,COMBINING ANTICLOCKWISE RING OVERLAY
0x20f0,COMBINING ASTERISK ABOVE
